EVI_mean,MSAVI2_mean,MSI_mean,NDVI_mean,NDWI_I_mean,NDWI_II_mean,NMDI_mean,NMDI_temp_mean,Date,EVI_median,MSAVI2_median,MSI_median,NDVI_median,NDWI_I_median,NDWI_II_median,NMDI_median,NMDI_temp_median,EVI_mode,MSAVI2_mode,MSI_mode,NDVI_mode,NDWI_I_mode,NDWI_II_mode,NMDI_mode,NMDI_temp_mode,EVI_min,MSAVI2_min,MSI_min,NDVI_min,NDWI_I_min,NDWI_II_min,NMDI_min,NMDI_temp_min,EVI_max,MSAVI2_max,MSI_max,NDVI_max,NDWI_I_max,NDWI_II_max,NMDI_max,NMDI_temp_max,EVI_std,MSAVI2_std,MSI_std,NDVI_std,NDWI_I_std,NDWI_II_std,NMDI_std,NMDI_temp_std
2.15,0.75,0.72,0.65,0.43,-0.61,0.51,0.61,2023-08-23,2.61,0.86,0.58,0.78,0.52,-0.69,0.60,0.61,2.61,0.92,0.42,0.86,0.68,-0.74,0.60,0.61,-100.00,-4.80,0.00,-0.71,-1.00,-1.00,-4.52,-2.78,100.00,1.00,5.98,1.00,1.00,0.81,4.41,4.98,1.81,0.24,0.35,0.26,0.28,0.20,0.18,0.11
2.79,0.71,0.64,0.59,0.44,-0.54,0.54,0.66,2023-09-05,2.62,0.80,0.55,0.64,0.50,-0.57,0.66,0.66,2.62,0.89,0.48,0.80,0.58,-0.68,0.66,0.66,-100.00,-3.05,0.20,-0.60,-0.81,-1.00,-4.50,-3.71,100.00,1.00,3.45,1.00,0.85,0.41,4.61,4.89,3.38,0.20,0.25,0.22,0.22,0.17,0.20,0.07
1.88,0.76,0.70,0.67,0.44,-0.63,0.51,0.61,2023-09-07,2.45,0.89,0.58,0.81,0.55,-0.71,0.60,0.60,2.45,0.92,0.42,0.87,0.70,-0.77,0.60,0.60,-100.00,-4.38,0.00,-1.00,-1.00,-1.00,-4.63,-4.26,100.00,1.00,6.00,1.00,1.00,1.00,4.99,4.99,1.17,0.24,0.35,0.26,0.28,0.20,0.18,0.10
1.83,0.76,0.70,0.66,0.45,-0.63,0.50,0.61,2023-09-10,2.42,0.89,0.58,0.79,0.55,-0.71,0.60,0.60,2.42,0.92,0.42,0.87,0.70,-0.77,0.60,0.60,-100.00,-3.93,0.00,-1.00,-1.00,-1.00,-4.92,-4.94,100.00,1.00,5.92,1.00,1.00,1.00,4.85,4.81,1.13,0.24,0.34,0.26,0.29,0.20,0.19,0.10
2.76,0.69,0.69,0.57,0.41,-0.52,0.50,0.64,2023-09-12,2.59,0.77,0.61,0.63,0.48,-0.56,0.60,0.64,2.59,0.89,0.48,0.82,0.61,-0.68,0.65,0.64,-100.00,-3.98,0.00,-0.67,-1.00,-1.00,-4.61,-2.82,100.00,1.00,5.82,1.00,0.98,0.63,4.19,4.38,6.63,0.22,0.28,0.23,0.24,0.18,0.21,0.10
1.82,0.74,0.72,0.64,0.43,-0.61,0.49,0.61,2023-09-17,2.43,0.86,0.61,0.78,0.52,-0.69,0.59,0.59,2.43,0.92,0.42,0.86,0.70,-0.75,0.59,0.59,-100.00,-4.20,0.00,-0.68,-1.00,-1.00,-4.91,-4.70,100.00,1.00,5.95,1.00,1.00,0.73,4.99,4.99,1.30,0.25,0.33,0.27,0.28,0.20,0.19,0.11
1.71,0.76,0.69,0.66,0.45,-0.63,0.52,0.61,2023-09-20,1.63,0.89,0.58,0.79,0.54,-0.71,0.60,0.60,2.30,0.92,0.42,0.90,0.70,-0.82,0.60,0.60,-100.00,-5.00,0.00,-1.00,-1.00,-1.00,-5.00,-5.00,100.00,1.00,6.00,1.00,1.00,1.00,5.00,5.00,1.30,0.25,0.32,0.27,0.27,0.21,0.18,0.10
1.88,0.75,0.70,0.64,0.43,-0.61,0.50,0.62,2023-09-27,2.39,0.86,0.58,0.75,0.52,-0.68,0.59,0.59,2.39,0.92,0.45,0.86,0.68,-0.75,0.59,0.59,-100.00,-4.69,0.00,-0.73,-1.00,-1.00,-4.99,-4.99,100.00,1.00,5.99,1.00,1.00,0.75,4.72,4.93,1.97,0.24,0.32,0.25,0.27,0.19,0.20,0.10
2.07,0.75,0.70,0.64,0.42,-0.61,0.49,0.64,2023-10-02,2.50,0.86,0.61,0.76,0.51,-0.68,0.60,0.60,2.50,0.92,0.45,0.85,0.68,-0.74,0.60,0.60,-100.00,-3.74,0.00,-1.00,-1.00,-1.00,-4.81,-5.00,100.00,1.00,5.96,1.00,1.00,1.00,4.74,5.00,2.03,0.24,0.32,0.25,0.28,0.20,0.23,0.13
1.48,0.77,0.65,0.65,0.46,-0.63,0.56,0.61,2023-10-30,1.54,0.83,0.61,0.71,0.51,-0.66,0.59,0.59,1.54,0.89,0.52,0.77,0.60,-0.71,0.59,0.59,-100.00,-4.24,0.00,-1.00,-1.00,-1.00,-4.98,-4.98,100.00,1.00,5.96,1.00,1.00,1.00,4.73,4.73,1.13,0.17,0.23,0.19,0.19,0.15,0.13,0.08
